b0,venta_pz,tc1,tc2,tc3,r1,r2,r3,r4,r5,r6,m1,m2,m3,m4,m5,m6,m7,m8,m9,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203
4440.0,1.25,-11100.0,-11610.0,784.7,6369.0,-8810.0,93690.0,5691.0,7290.0,-6425.0,9084.0,1444.0,-785.8,-15730.0,3700.0,-15720.0,-6696.0,-22430.0,-23840.0,18880000.0,-453.3,13310.0,92680.0,1219.0,969700.0,14430.0,34900.0,6382.0,3864.0,3937.0,2179.0,4723.0,4299.0,74350.0,171200.0,731700.0,14870.0,146800.0,15060.0,9704.0,89750.0,56440.0,95880.0,1370000.0,3003000.0,191000.0,989500.0,18950000.0,1808000.0,25550.0,339500.0,6739000.0,118900.0,74800.0,140700.0,607900.0,752400.0,811900.0,35520.0,1806000.0,1946000.0,114600.0,3059000.0,24350.0,140500.0,35880.0,10140.0,5063.0,179100.0,908500.0,11120.0,2487000.0,137100.0,13610.0,15100.0,375800.0,1443000.0,5892000.0,26730.0,267300.0,4170.0,798300.0,10430000.0,-36930.0,2644000.0,-54890.0,46150.0,19010.0,37140.0,15290.0,37220.0,1518000.0,19940.0,357200.0,15990.0,226400.0,60070.0,54580.0,32060.0,833800.0,5934.0,94880.0,22830.0,362700.0,36700.0,2670000.0,715600.0,9927.0,123100.0,1229.0,105200.0,5551.0,85690.0,20350.0,513100.0,18590.0,251000.0,87150.0,132800.0,47370.0,35950.0,5185000.0,47670.0,7563.0,82510.0,421800.0,14380.0,123300.0,62580.0,1297000.0,142000.0,158300.0,435800.0,448900.0,133100.0,202500.0,107800.0,160700.0,3480000.0,1431000.0,150200.0,15740.0,44120.0,4755.0,25850.0,11290.0,661900.0,1658000.0,20070.0,4666.0,52830.0,1997000.0,24090.0,11460.0,7299.0,44590.0,63950.0,39050.0,4427.0,73950.0,10570.0,7464.0,30110.0,749000.0,12250.0,25750.0,21470.0,805100.0,2790.0,2528000.0,7194000.0,13880.0,6174.0,2675.0,-10380.0,1392000.0,21310.0,18330.0,410100.0,38720.0,429100.0,48590.0,80100.0,139500.0,17020.0,155800.0,23730.0,893900.0,107100.0,26890.0,11880.0,9004.0,933600.0,24240.0,4035000.0,141900.0,15860.0,137200.0,29410.0,22610.0,24160.0,116200.0,262700.0,84270.0,116300.0,232200.0,73650.0,4981.0,-98260.0,64270.0,48680.0,25040.0,11120.0,70280.0,108000.0,68790.0,826000.0,1546000.0,22590.0,30840.0,1223000.0,980900.0
